,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
334380,566247,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-09-11 12:03:00,2.55,16107.0,United Kingdom
334680,566265,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-11 13:16:00,2.95,18255.0,United Kingdom
334978,566274,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-11 13:58:00,2.95,13884.0,United Kingdom
335041,566275,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-11 13:58:00,2.95,16549.0,United Kingdom
335138,566279,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-11 14:09:00,2.95,14432.0,United Kingdom
335573,566290,71053,WHITE METAL LANTERN,0,2011-09-11 15:24:00,3.75,14456.0,United Kingdom
335652,566290,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-09-11 15:24:00,2.95,14456.0,United Kingdom
336451,566329,71053,WHITE METAL LANTERN,2,2011-09-12 12:20:00,3.75,14527.0,United Kingdom
336523,566361,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-12 12:32:00,2.95,15253.0,United Kingdom
336580,566394,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-09-12 12:45:00,2.95,13650.0,United Kingdom
336678,566399,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-09-12 13:11:00,2.95,16141.0,United Kingdom
336790,566403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,59,2011-09-12 13:38:00,2.55,16985.0,United Kingdom
337042,566425,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-12 14:22:00,2.95,16458.0,United Kingdom
337242,566440,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-12 15:19:00,2.95,15755.0,United Kingdom
337512,566446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-12 15:40:00,5.79,,United Kingdom
337577,566451,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-09-12 16:14:00,2.95,18069.0,United Kingdom
337783,C566471,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-09-12 18:18:00,2.95,16670.0,United Kingdom
337821,566479,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2011-09-13 09:07:00,2.55,13831.0,United Kingdom
337849,566482,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-09-13 09:43:00,2.95,16609.0,United Kingdom
337976,566488,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-13 10:16:00,2.95,12940.0,United Kingdom
338212,566518,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-09-13 11:24:00,2.95,17779.0,United Kingdom
338775,566564,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-09-13 12:26:00,2.95,15522.0,United Kingdom
338951,566572,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-09-13 12:52:00,2.95,13488.0,United Kingdom
338967,566576,85123A,WHITE HANGING HEART T-LIGHT HOLDER,36,2011-09-13 13:21:00,2.55,13098.0,United Kingdom
339206,566581,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-09-13 13:47:00,2.55,16081.0,United Kingdom
339529,566599,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-13 15:37:00,2.95,15998.0,United Kingdom
339900,566603,71053,WHITE METAL LANTERN,18,2011-09-13 16:12:00,8.29,,United Kingdom
340072,566605,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-09-13 16:27:00,2.95,13263.0,United Kingdom
340261,566618,85123A,WHITE HANGING HEART T-LIGHT HOLDER,61,2011-09-14 09:13:00,2.55,17640.0,United Kingdom
340326,566624,71053,WHITE METAL LANTERN,7,2011-09-14 09:36:00,3.75,17315.0,United Kingdom
340366,566625,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-14 09:38:00,2.95,14911.0,EIRE
340688,566713,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-14 12:05:00,2.95,15933.0,United Kingdom
340770,566719,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-14 12:29:00,2.95,15081.0,United Kingdom
340782,566720,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-09-14 12:42:00,2.95,13634.0,United Kingdom
341707,566776,71053,WHITE METAL LANTERN,9,2011-09-15 09:53:00,3.75,14911.0,EIRE
341878,566787,71053,WHITE METAL LANTERN,-3,2011-09-15 10:31:00,8.29,,United Kingdom
342222,566847,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-09-15 11:57:00,2.95,15005.0,United Kingdom
342250,566848,85123A,WHITE HANGING HEART T-LIGHT HOLDER,127,2011-09-15 12:02:00,2.55,18172.0,United Kingdom
342396,566864,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-15 12:51:00,2.95,17786.0,United Kingdom
342774,566913,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-15 14:07:00,2.95,17602.0,United Kingdom
342992,566923,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-15 15:05:00,2.95,15511.0,United Kingdom
343092,566932,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-15 15:29:00,2.95,17576.0,United Kingdom
343573,566952,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-09-15 16:37:00,5.79,,United Kingdom
344014,566979,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-09-16 09:54:00,2.95,13141.0,United Kingdom
344738,567096,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-16 13:13:00,2.95,15099.0,United Kingdom
345041,567138,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-16 14:39:00,2.95,17652.0,United Kingdom
345108,567144,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-09-16 15:07:00,2.55,12871.0,United Kingdom
345665,567172,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-09-18 13:29:00,2.55,18194.0,United Kingdom
345718,567175,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-09-18 13:38:00,2.95,13067.0,United Kingdom
345886,567182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-18 15:21:00,2.95,13334.0,United Kingdom
346467,567185,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-09-18 15:55:00,2.95,16370.0,United Kingdom
346780,567204,71053,WHITE METAL LANTERN,11,2011-09-19 10:43:00,3.75,15365.0,United Kingdom
346829,567206,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-19 10:51:00,2.95,13562.0,United Kingdom
346908,567211,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-19 11:02:00,2.95,14159.0,United Kingdom
346954,567213,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-19 11:04:00,2.95,14684.0,United Kingdom
347416,567303,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-09-19 13:20:00,2.95,17613.0,United Kingdom
347438,567304,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-19 13:27:00,2.95,14704.0,United Kingdom
347606,567313,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-09-19 13:48:00,2.95,15675.0,United Kingdom
347936,C567348,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-19 15:57:00,2.95,15755.0,United Kingdom
347952,567356,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-19 16:21:00,2.95,16527.0,United Kingdom
348143,567378,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-20 10:01:00,2.95,14911.0,EIRE
348250,567384,85123A,WHITE HANGING HEART T-LIGHT HOLDER,127,2011-09-20 10:23:00,3.2,17450.0,United Kingdom
348305,567387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,228,2011-09-20 10:38:00,3.2,17450.0,United Kingdom
348446,567429,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-20 11:39:00,2.95,17686.0,United Kingdom
348724,567462,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-20 12:35:00,2.95,14446.0,United Kingdom
348788,567470,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-20 12:39:00,2.95,16624.0,United Kingdom
348998,567475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-09-20 13:11:00,2.95,16360.0,United Kingdom
349005,567475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-20 13:11:00,2.95,16360.0,United Kingdom
349075,567477,71053,WHITE METAL LANTERN,4,2011-09-20 13:20:00,3.75,16327.0,United Kingdom
349681,567517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-09-20 15:49:00,2.95,14211.0,United Kingdom
350270,567622,71053,WHITE METAL LANTERN,2,2011-09-21 12:46:00,3.75,14527.0,United Kingdom
351621,567667,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-21 15:24:00,5.79,,United Kingdom
352377,567671,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-21 15:34:00,5.79,,United Kingdom
352419,567672,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-21 15:39:00,2.95,16085.0,United Kingdom
352629,567673,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-09-21 15:43:00,5.79,,United Kingdom
353093,567721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2011-09-22 10:38:00,2.55,12409.0,Switzerland
353159,C567767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-15,2011-09-22 10:58:00,2.95,17460.0,United Kingdom
353474,567805,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-09-22 12:15:00,2.95,12854.0,United Kingdom
353653,567818,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-22 12:41:00,2.95,14395.0,United Kingdom
354724,567892,85123A,WHITE HANGING HEART T-LIGHT HOLDER,11,2011-09-22 15:51:00,2.95,15394.0,United Kingdom
354864,567901,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-22 16:28:00,5.79,,United Kingdom
355230,567912,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-09-22 17:07:00,2.95,15555.0,United Kingdom
355663,567960,85123A,WHITE HANGING HEART T-LIGHT HOLDER,65,2011-09-23 09:14:00,2.55,13777.0,United Kingdom
355702,567966,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-23 09:26:00,2.95,16782.0,United Kingdom
356043,568001,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-23 11:35:00,2.95,12540.0,Spain
356172,568046,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-23 12:16:00,2.95,18118.0,United Kingdom
356373,568049,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-09-23 12:38:00,2.95,17841.0,United Kingdom
356475,568054,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-09-23 12:50:00,2.95,16978.0,United Kingdom
356846,568060,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-09-23 13:11:00,2.95,14546.0,United Kingdom
356931,568061,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-23 13:12:00,2.95,16910.0,United Kingdom
357114,568065,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-23 13:44:00,2.95,16240.0,United Kingdom
357156,568066,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-09-23 13:48:00,2.95,14529.0,United Kingdom
357185,568066,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-23 13:48:00,2.95,14529.0,United Kingdom
357275,568070,71053,WHITE METAL LANTERN,6,2011-09-23 14:17:00,3.75,16128.0,United Kingdom
357396,568094,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-09-23 14:43:00,2.95,15807.0,United Kingdom
357563,568099,71053,WHITE METAL LANTERN,0,2011-09-23 15:18:00,3.75,15916.0,United Kingdom
357702,568104,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-09-23 15:50:00,2.95,16485.0,United Kingdom
358216,568135,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-23 17:04:00,5.79,,United Kingdom
358442,568147,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-09-25 11:34:00,2.95,15044.0,United Kingdom
358855,568165,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-25 12:42:00,2.95,17131.0,United Kingdom
358955,568168,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-09-25 12:46:00,2.95,15799.0,United Kingdom
359191,568180,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-09-25 13:42:00,2.95,15429.0,United Kingdom
359382,568187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,27,2011-09-25 14:32:00,2.55,13408.0,United Kingdom
359831,568198,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-25 14:52:00,2.95,16771.0,United Kingdom
360061,568210,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-09-25 15:56:00,2.95,17159.0,United Kingdom
360619,568241,85123A,WHITE HANGING HEART T-LIGHT HOLDER,28,2011-09-26 12:10:00,2.55,15218.0,United Kingdom
360663,568245,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-26 12:23:00,2.95,13867.0,United Kingdom
360701,568301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-09-26 12:45:00,2.95,16383.0,United Kingdom
360702,568301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-09-26 12:45:00,2.95,16383.0,United Kingdom
360735,568301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-09-26 12:45:00,2.95,16383.0,United Kingdom
362350,568428,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-27 11:27:00,2.95,14419.0,United Kingdom
362703,568517,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-09-27 12:52:00,2.95,14456.0,United Kingdom
363233,568553,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-27 15:17:00,2.95,15674.0,United Kingdom
363363,568566,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-27 17:47:00,2.95,17609.0,United Kingdom
364023,568614,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-28 11:26:00,2.95,13515.0,United Kingdom
364221,568653,85123A,WHITE HANGING HEART T-LIGHT HOLDER,66,2011-09-28 12:16:00,2.55,13798.0,United Kingdom
364506,568662,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-09-28 12:36:00,2.95,16764.0,United Kingdom
364540,568663,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-09-28 12:46:00,2.95,14440.0,United Kingdom
365102,568696,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-09-28 14:56:00,2.95,13842.0,United Kingdom
365571,568710,85123A,WHITE HANGING HEART T-LIGHT HOLDER,35,2011-09-28 15:42:00,2.55,14649.0,United Kingdom
366459,568721,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-28 16:24:00,5.79,,United Kingdom
366484,568726,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-28 16:35:00,2.95,16775.0,United Kingdom
366720,568788,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-09-29 09:23:00,2.95,17894.0,United Kingdom
366917,568801,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-09-29 10:46:00,2.95,14475.0,United Kingdom
367036,568831,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-09-29 11:35:00,2.95,16059.0,United Kingdom
367221,568875,71053,WHITE METAL LANTERN,5,2011-09-29 12:23:00,3.75,14527.0,United Kingdom
367264,568878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-09-29 12:34:00,2.95,14524.0,United Kingdom
367687,568901,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-09-29 13:22:00,2.55,15050.0,United Kingdom
368023,568919,85123A,WHITE HANGING HEART T-LIGHT HOLDER,29,2011-09-29 14:38:00,2.55,12937.0,United Kingdom
368223,568949,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-29 15:13:00,5.79,,United Kingdom
368770,568995,71053,WHITE METAL LANTERN,22,2011-09-29 16:53:00,3.39,16779.0,United Kingdom
369110,569014,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-09-30 09:05:00,2.95,18053.0,United Kingdom
369500,569037,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-09-30 10:45:00,2.95,13263.0,United Kingdom
369715,569089,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-09-30 12:03:00,2.95,13764.0,United Kingdom
369854,569105,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-09-30 12:35:00,2.95,16729.0,United Kingdom
369903,569110,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-09-30 12:44:00,2.55,17675.0,United Kingdom
370126,569129,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-09-30 13:40:00,2.95,15034.0,United Kingdom
370272,569134,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-30 14:07:00,2.95,15411.0,United Kingdom
370510,569139,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-09-30 14:55:00,2.95,16404.0,United Kingdom
370647,569147,85123A,WHITE HANGING HEART T-LIGHT HOLDER,31,2011-09-30 15:33:00,2.55,12842.0,United Kingdom
370657,569148,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-09-30 15:52:00,2.95,16613.0,United Kingdom
370998,569206,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-02 10:58:00,2.95,15038.0,United Kingdom
371097,569211,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-10-02 12:04:00,2.95,15774.0,United Kingdom
371128,569212,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-10-02 12:05:00,2.95,15164.0,United Kingdom
371246,569216,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-10-02 12:41:00,2.95,15555.0,United Kingdom
372019,569229,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-10-02 14:56:00,2.95,14502.0,United Kingdom
372036,569230,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-10-02 15:07:00,2.95,16533.0,United Kingdom
372298,569236,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-10-02 15:49:00,2.95,14432.0,United Kingdom
372760,569246,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-10-03 09:57:00,5.79,14096.0,United Kingdom
372947,569253,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-10-03 10:55:00,2.95,13635.0,United Kingdom
372973,569254,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-10-03 11:00:00,2.95,18116.0,United Kingdom
373414,569329,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-03 13:03:00,2.95,17652.0,United Kingdom
374255,569372,71053,WHITE METAL LANTERN,4,2011-10-03 16:04:00,8.29,,United Kingdom
374461,569374,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-03 16:14:00,5.79,,United Kingdom
374664,569397,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-10-04 08:26:00,2.95,12747.0,United Kingdom
375555,569469,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-10-04 12:22:00,2.95,16360.0,United Kingdom
376560,569527,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-10-04 14:53:00,2.95,12512.0,Israel
376566,569527,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-10-04 14:53:00,2.95,12512.0,Israel
376808,569535,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-04 15:41:00,2.95,15044.0,United Kingdom
377196,569545,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-04 16:37:00,5.79,,United Kingdom
377444,C569548,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-04 17:31:00,2.95,18053.0,United Kingdom
378052,569581,85123A,WHITE HANGING HEART T-LIGHT HOLDER,15,2011-10-05 11:16:00,2.95,15081.0,United Kingdom
378074,569590,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-05 11:25:00,2.95,13949.0,United Kingdom
378694,569662,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-10-05 13:19:00,2.95,15244.0,United Kingdom
378767,569668,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-05 13:47:00,2.95,16040.0,United Kingdom
378795,569669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-10-05 13:47:00,2.95,14730.0,United Kingdom
378819,569669,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-4,2011-10-05 13:47:00,2.95,14730.0,United Kingdom
379133,569673,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-05 13:58:00,2.95,17222.0,United Kingdom
379797,569702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-10-05 16:09:00,2.95,14396.0,United Kingdom
380031,569726,71053,WHITE METAL LANTERN,2,2011-10-06 09:36:00,3.75,17419.0,United Kingdom
380044,569726,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-06 09:36:00,2.95,17419.0,United Kingdom
382327,569898,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-10-06 16:08:00,5.79,,United Kingdom
382993,C569985,71053,WHITE METAL LANTERN,-6,2011-10-06 19:51:00,3.75,15365.0,United Kingdom
383293,570011,85123A,WHITE HANGING HEART T-LIGHT HOLDER,14,2011-10-07 09:44:00,2.95,16477.0,United Kingdom
383350,570016,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-07 10:06:00,2.95,14911.0,EIRE
383458,570022,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-07 10:21:00,2.95,14067.0,United Kingdom
383824,570088,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-10-07 11:32:00,2.95,16764.0,United Kingdom
384048,570100,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-07 12:12:00,2.95,13695.0,United Kingdom
384212,570111,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-07 12:28:00,2.95,15005.0,United Kingdom
385189,570187,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-10-07 15:09:00,5.79,,United Kingdom
385498,570200,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-07 16:03:00,2.95,16918.0,United Kingdom
386054,570224,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-09 13:15:00,2.95,16931.0,United Kingdom
386087,570225,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2011-10-09 13:15:00,2.95,16595.0,United Kingdom
386696,570244,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-10-09 16:05:00,2.95,14514.0,United Kingdom
387275,570273,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-10-10 10:51:00,2.95,13373.0,United Kingdom
387572,570333,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-10 12:19:00,2.95,18126.0,United Kingdom
387610,570342,71053,WHITE METAL LANTERN,8,2011-10-10 12:26:00,3.75,17706.0,United Kingdom
387637,570342,85123A,WHITE HANGING HEART T-LIGHT HOLDER,7,2011-10-10 12:26:00,2.95,17706.0,United Kingdom
388463,570429,85123A,WHITE HANGING HEART T-LIGHT HOLDER,96,2011-10-10 14:06:00,2.55,13225.0,United Kingdom
388505,570442,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-10-10 14:37:00,2.95,16549.0,United Kingdom
389014,570459,71053,WHITE METAL LANTERN,4,2011-10-10 15:42:00,3.75,15801.0,United Kingdom
390561,570590,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2011-10-11 11:34:00,2.95,18075.0,United Kingdom
391676,570674,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-11 14:59:00,2.95,14911.0,EIRE
391714,570677,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-10-11 15:10:00,2.95,12836.0,United Kingdom
392192,570688,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-10-11 16:29:00,2.95,,United Kingdom
392691,570713,71053,WHITE METAL LANTERN,4,2011-10-12 10:18:00,3.75,17064.0,United Kingdom
393088,570796,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-10-12 12:19:00,2.95,16241.0,United Kingdom
393276,570818,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-2,2011-10-12 12:47:00,2.95,17841.0,United Kingdom
393560,570830,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-12 13:20:00,2.95,14852.0,United Kingdom
393854,570856,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-12 15:01:00,2.95,13464.0,United Kingdom
394336,570871,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-12 16:36:00,5.79,,United Kingdom
394667,570875,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-10-12 17:00:00,2.95,12667.0,Finland
394840,570886,85123A,WHITE HANGING HEART T-LIGHT HOLDER,189,2011-10-13 10:23:00,2.55,13777.0,United Kingdom
394851,570887,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-13 10:25:00,2.95,17169.0,United Kingdom
395109,C571003,71053,WHITE METAL LANTERN,-4,2011-10-13 12:04:00,3.75,15801.0,United Kingdom
395146,571008,85123A,WHITE HANGING HEART T-LIGHT HOLDER,16,2011-10-13 12:07:00,2.95,17063.0,United Kingdom
395173,571028,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-13 12:21:00,2.95,16770.0,United Kingdom
395281,571031,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-10-13 12:30:00,2.95,15005.0,United Kingdom
395314,571032,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2011-10-13 12:38:00,2.95,13827.0,United Kingdom
395711,571039,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-10-13 12:59:00,2.95,16121.0,United Kingdom
396351,571062,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0,2011-10-13 14:37:00,2.95,16773.0,United Kingdom
396364,571062,71053,WHITE METAL LANTERN,4,2011-10-13 14:37:00,3.75,16773.0,United Kingdom
396547,571081,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-10-13 15:23:00,2.95,16775.0,United Kingdom
396780,571098,85123A,WHITE HANGING HEART T-LIGHT HOLDER,8,2011-10-13 15:38:00,2.95,17841.0,United Kingdom
396791,571098,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-10-13 15:38:00,2.95,17841.0,United Kingdom
397019,571108,85123A,WHITE HANGING HEART T-LIGHT HOLDER,9,2011-10-13 16:24:00,2.95,14555.0,United Kingdom
397139,571120,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2011-10-14 09:06:00,2.55,16950.0,United Kingdom
397740,571202,85123A,WHITE HANGING HEART T-LIGHT HOLDER,71,2011-10-14 12:29:00,2.95,14937.0,Channel Islands
397978,571216,71053,WHITE METAL LANTERN,5,2011-10-14 13:06:00,3.75,16081.0,United Kingdom
